"createdat","productid","sum_revenue","sum_consumption"
"2018-12-10",1000,"2551.957290","32526"
"2018-12-10",1001,"2225.468548","21954"
"2018-12-10",1002,"1817.705763","15374"
"2018-12-10",2001,"1186.236093","49944"
"2018-12-11",1000,"1069.297809","12600"
"2018-12-11",1001,"842.954795","9336"
"2018-12-11",1002,"4866.861817","42910"
"2018-12-11",2001,"613.979593","31804"
"2018-12-12",1000,"1110.823535","15342"
"2018-12-13",1000,"941.120822","14796"
"2018-12-13",1001,"2342.195371","21936"
"2018-12-13",1002,"2599.362459","22718"
"2018-12-13",2000,NULL,"10600"
"2018-12-14",1000,"1271.688800","13728"
"2018-12-14",1001,"4744.084999","42577"
"2018-12-14",1002,"2143.019972","16228"
"2018-12-14",2000,NULL,"8351"
"2018-12-14",2001,"490.970364","23766"
"2018-12-15",1000,"2467.002158","29520"
"2018-12-15",1001,"1011.918608","8944"
"2018-12-15",1002,"2714.984151","21190"
"2018-12-15",2000,NULL,"9400"
"2018-12-16",1000,"928.352602","12900"
"2018-12-16",1001,"2398.555677","17228"
"2018-12-16",1002,"2431.770245","19452"
"2018-12-17",1000,"948.772317","12932"
"2018-12-17",1001,"3614.039457","28724"
"2018-12-17",1002,"816.911568","9746"
"2018-12-17",2000,NULL,"9893"
"2018-12-19",1000,"2869.907441","39372"
"2018-12-19",1001,"4273.283081","35958"
"2018-12-19",1002,"1391.004288","11188"
"2018-12-19",2001,"735.386958","39620"
"2018-12-20",1000,"1977.480353","31392"
"2018-12-20",1001,"4516.507659","41010"
"2018-12-20",1002,"719.180788","8352"
"2018-12-21",1000,"1038.924278","12078"
"2018-12-21",1001,"1359.690603","13266"
"2018-12-21",1002,"967.703873","8612"
"2018-12-21",2001,"429.049534","20820"
"2018-12-22",1000,"2639.266969","34450"
"2018-12-22",1001,"2072.285867","18642"
"2018-12-22",1002,"1050.174159","10008"
"2018-12-22",2001,"867.397523","40868"
"2018-12-23",1000,"2956.246516","39986"
"2018-12-23",1001,"4244.406445","39792"
"2018-12-23",1002,"4884.496615","46364"
"2018-12-23",2001,"902.916244","62140"
"2018-12-24",1000,"3637.547999","47016"
"2018-12-24",1001,"1097.325831","10924"
"2018-12-24",1002,"5131.568434","43734"
"2018-12-24",2000,NULL,"11504"
"2018-12-24",2001,"679.167849","31860"
"2018-12-25",1000,"989.142231","18312"
"2018-12-25",1001,"4676.656438","41672"
"2018-12-25",1002,"1103.276587","9896"
"2018-12-26",1002,"2275.862121","16816"
"2018-12-26",2001,"653.556960","43348"
"2018-12-27",1000,"3319.391349","44880"
"2018-12-27",1002,"4365.856503","40430"
"2018-12-27",2001,"888.785151","39520"
"2018-12-28",1000,"1931.270023","26646"
"2018-12-28",1001,"2196.606889","20930"
"2018-12-28",1002,"1539.946324","14048"
"2018-12-28",2000,NULL,"9411"
"2018-12-28",2001,"1221.064250","58426"
"2018-12-29",1000,"3854.753401","50898"
"2018-12-29",1001,"610.037945","4600"
"2018-12-29",1002,"430.564608","4936"
"2018-12-29",2001,"501.650247","35640"
"2018-12-30",1000,"676.167327","9076"
"2018-12-30",1001,"3579.448060","33888"
"2018-12-30",1002,"2325.379294","23444"
"2018-12-30",2000,NULL,"20600"
"2018-12-30",2001,"437.056432","33032"
"2018-12-31",1000,"670.585095","12090"
"2018-12-31",1001,"1112.663836","10400"
"2018-12-31",1002,"1132.222660","12292"
"2018-12-31",2000,NULL,"30101"
"2019-01-01",1000,"2108.967220","29490"
"2019-01-01",1001,"1576.778805","16444"
"2019-01-01",2000,NULL,"9771"
"2019-01-01",2001,"799.206707","40816"
"2019-01-02",1000,"1446.096784","17012"
"2019-01-02",1001,"2434.845155","20208"
"2019-01-02",1002,"1276.115033","13958"
"2019-01-03",1000,"508.487259","7940"
"2019-01-03",1001,"1774.321985","15394"
"2019-01-03",1002,"2154.439183","20132"
"2019-01-03",2000,NULL,"18068"
"2019-01-04",1001,"1687.926132","13104"
"2019-01-04",1002,"2635.200038","22434"
"2019-01-05",1000,"1803.690308","26024"
"2019-01-05",1001,"1162.458081","7960"
"2019-01-05",2001,"1644.111752","92880"
"2019-01-06",1001,"5429.860773","47960"
"2019-01-06",1002,"851.564877","8096"
"2019-01-06",2000,NULL,"10511"
"2019-01-06",2001,"655.644762","40568"
"2019-01-07",1000,"2905.413985","42702"
"2019-01-07",1001,"2241.085348","20096"
"2019-01-07",1002,"1926.366782","14110"
"2019-01-08",1000,"734.877908","13284"
"2019-01-08",1002,"4650.848891","40984"
"2019-01-08",2000,NULL,"11477"
"2019-01-09",1000,"951.785478","15000"
"2019-01-09",1001,"617.364987","7980"
"2019-01-09",1002,"1910.132049","21228"
"2019-01-10",1000,"3701.105175","43254"
"2019-01-10",1001,"1252.304703","12484"
"2019-01-10",1002,"642.115013","7840"
"2019-01-11",1000,"2018.265753","28470"
"2019-01-11",1001,"2908.729826","27440"
"2019-01-11",1002,"1057.592822","10080"
"2019-01-11",2000,NULL,"9858"
"2019-01-11",2001,"984.647945","44400"
"2019-01-12",1001,"4381.103277","36628"
"2019-01-12",1002,"2519.640512","20428"
"2019-01-13",1001,"3443.248637","29528"
"2019-01-13",1002,"250.275359","4992"
"2019-01-13",2000,NULL,"18027"
"2019-01-14",1000,"2282.063590","32406"
"2019-01-14",1001,"6004.351052","50488"
"2019-01-14",1002,"2273.485574","20340"
"2019-01-14",2001,"839.600429","48756"
"2019-01-15",1000,"1803.349960","23852"
"2019-01-15",1001,"1341.935901","10784"
"2019-01-15",1002,"1201.795339","11636"
"2019-01-15",2000,NULL,"9496"
"2019-01-16",1000,"4733.951820","71592"
"2019-01-16",1001,"619.623364","10102"
"2019-01-16",1002,"2808.856988","30360"
"2019-01-17",1000,"1961.085523","26388"
"2019-01-17",1001,"1377.654173","13810"
"2019-01-17",1002,"2321.693615","21020"
"2019-01-18",1000,"2092.192503","26436"
"2019-01-18",1001,"2033.045571","17608"
"2019-01-18",1002,"3576.064230","30076"
"2019-01-18",2001,"1017.741906","56968"
"2019-01-19",1001,"2598.828558","20864"
"2019-01-19",1002,"1360.590885","10532"
"2019-01-20",1000,"1727.749386","26106"
"2019-01-20",1001,"539.287677","4778"
"2019-01-20",1002,"2988.728829","26322"
"2019-01-20",2000,NULL,"10221"
"2019-01-21",1000,"2872.706828","50088"
"2019-01-21",1001,"593.991885","10064"
"2019-01-21",1002,"1304.857710","11548"
"2019-01-21",2000,NULL,"8954"
"2019-01-22",1000,"1483.830187","23798"
"2019-01-22",1001,"3726.921458","27402"
"2019-01-22",1002,"4620.914604","35818"
"2019-01-22",2001,"651.569305","43616"
"2019-01-23",1000,"2300.051399","29364"
"2019-01-23",1001,"3369.458779","24400"
"2019-01-23",1002,"3455.441618","36022"
"2019-01-23",2000,NULL,"9201"
"2019-01-24",1000,"2114.619893","35787"
"2019-01-24",1001,"2746.927168","23152"
"2019-01-24",1002,"3250.190262","27712"
"2019-01-24",2000,NULL,"7868"
"2019-01-25",1000,"4806.863854","58356"
"2019-01-25",1002,"2709.811539","25802"
"2019-01-25",2001,"2054.821727","108050"
"2019-01-26",1000,"1393.843046","14442"
"2019-01-26",1001,"5173.831186","51990"
"2019-01-26",1002,"5321.098686","52008"
"2019-01-27",1000,"586.717125","10800"
"2019-01-27",1001,"928.330947","11456"
"2019-01-28",1000,"5202.164751","79422"
"2019-01-28",1001,"2995.371655","25320"
"2019-01-28",1002,"1486.724325","13190"
"2019-01-29",1000,"2653.056234","40468"
"2019-01-29",1001,"2250.785256","19928"
"2019-01-29",1002,"1904.008672","19056"
"2019-01-30",1000,"1175.352801","18396"
"2019-01-30",1001,"1196.728800","10688"
"2019-01-30",1002,"1149.329238","9736"
"2019-01-30",2000,NULL,"10172"
"2019-01-30",2001,"646.037272","46504"
"2019-01-31",1000,"3216.045029","37284"
"2019-01-31",1001,"2144.529717","20888"
"2019-01-31",1002,"1069.085723","10172"
"2019-01-31",2001,"179.597112","18412"
"2019-02-01",1001,"3646.747675","29228"
"2019-02-01",1002,"447.869939","4866"
"2019-02-01",2001,"622.774891","38780"
"2019-02-02",1000,"1764.061735","22292"
"2019-02-02",1001,"971.549014","8580"
"2019-02-02",1002,"2280.320703","20352"
"2019-02-02",2000,NULL,"11985"
"2019-02-03",1001,"3267.961001","30116"
"2019-02-03",1002,"1779.469478","15740"
"2019-02-03",2000,NULL,"8987"
"2019-02-03",2001,"920.915188","43904"
"2019-02-04",1000,"200.912439","4242"
"2019-02-04",1001,"2166.727267","20408"
"2019-02-04",1002,"2120.342875","21106"
"2019-02-05",1000,"1198.103725","17160"
"2019-02-05",1001,"1910.863315","17132"
"2019-02-05",1002,"1459.478702","14690"
"2019-02-05",2000,NULL,"43922"
"2019-02-05",2001,"463.311274","19982"
"2019-02-06",1000,"1345.113502","16092"
"2019-02-06",1001,"3545.277845","28224"
"2019-02-06",1002,"868.335192","8948"
"2019-02-06",2000,NULL,"12476"
"2019-02-07",1000,"544.643874","9504"
"2019-02-07",1001,"2488.025786","19480"
"2019-02-07",1002,"2436.700241","20604"
"2019-02-07",2000,NULL,"11645"
"2019-02-08",1000,"1440.647561","16620"
"2019-02-08",1001,"4007.253760","39946"
"2019-02-08",2000,NULL,"11646"
"2019-02-09",1001,"949.368362","8812"
"2019-02-09",1002,"2501.053290","23606"
"2019-02-09",2000,NULL,"10239"
"2019-02-10",1000,"3811.204404","46296"
"2019-02-10",1001,"1699.318619","17508"
"2019-02-10",1002,"3448.983213","30078"
"2019-02-11",1000,"4211.901365","57996"
"2019-02-11",1001,"557.243359","5224"
"2019-02-11",2001,"724.760537","31552"
"2019-02-12",1000,"4303.887197","58146"
"2019-02-12",1001,"908.218768","9532"
"2019-02-12",1002,"1148.650112","9916"
"2019-02-12",2000,NULL,"18681"
"2019-02-12",2001,"3270.334108","170832"
"2019-02-13",1000,"2174.530768","31590"
"2019-02-13",1001,"1059.147764","9404"
"2019-02-14",1001,"245.456038","4656"
"2019-02-14",1002,"4319.076067","38676"
"2019-02-15",1000,"662.533058","10888"
"2019-02-15",1001,"3697.904823","35916"
"2019-02-15",1002,"181.401638","5134"
"2019-02-16",1001,"2697.772509","23452"
"2019-02-16",1002,"4291.778960","43176"
"2019-02-16",2001,"813.164189","45252"
"2019-02-17",1001,"2198.126575","17988"
"2019-02-17",2000,NULL,"20477"
"2019-02-18",1000,"2994.334629","41584"
"2019-02-18",1001,"680.828350","5462"
"2019-02-18",1002,"1480.627441","14238"
"2019-02-18",2000,NULL,"9669"
"2019-02-18",2001,"1499.513426","74152"
"2019-02-19",1001,"1696.295386","13162"
"2019-02-19",1002,"3269.629974","31044"
"2019-02-20",1000,"1569.815019","20136"
"2019-02-20",1001,"2782.474421","24364"
"2019-02-20",1002,"1944.136715","20628"
"2019-02-21",1000,"4390.498723","62700"
"2019-02-21",1001,"769.039989","9744"
"2019-02-21",1002,"2176.856657","20768"
"2019-02-21",2001,"774.296986","42600"
"2019-02-22",1001,"2469.601260","25522"
"2019-02-22",1002,"2626.064115","25906"
"2019-02-23",1000,"613.682948","10692"
"2019-02-23",1001,"855.898717","7836"
"2019-02-23",1002,"1600.997482","15262"
"2019-02-23",2001,"476.851652","20462"
"2019-02-24",1000,"2689.905535","33240"
"2019-02-24",1001,"2288.883533","19340"
"2019-02-24",1002,"2094.488327","20218"
"2019-02-25",1000,"903.683675","14226"
"2019-02-25",1001,"3018.238110","28137"
"2019-02-25",1002,"1899.759566","18688"
"2019-02-25",2001,"533.520651","35112"
"2019-02-26",1000,"1497.195342","16800"
"2019-02-26",1001,"587.802055","4880"
"2019-02-26",1002,"1016.440757","8308"
"2019-02-27",1000,"2234.673458","30024"
"2019-02-27",1001,"1168.666027","11600"
"2019-02-27",1002,"1884.887495","17728"
"2019-02-28",1001,"4234.987508","39134"
"2019-02-28",2000,NULL,"11400"
"2019-03-01",1000,"3015.743430","49488"
"2019-03-01",1001,"2559.299014","24648"
"2019-03-01",1002,"2364.763193","24934"
"2019-03-01",2001,"775.475000","39420"
"2019-03-02",1000,"3274.795739","43986"
"2019-03-02",1001,"1903.002937","20752"
"2019-03-02",1002,"3615.556396","38502"
"2019-03-02",2000,NULL,"11886"
"2019-03-03",1000,"1998.140947","30144"
"2019-03-03",1001,"1927.641190","17264"
"2019-03-03",1002,"4513.538155","41024"
"2019-03-03",2000,NULL,"8253"
"2019-03-04",1000,"1108.206686","14580"
"2019-03-04",1001,"1008.951092","10776"
"2019-03-04",1002,"904.972740","6240"
"2019-03-05",1000,"2219.037905","29916"
"2019-03-05",1001,"234.355753","4472"
"2019-03-05",1002,"1807.196746","20036"
"2019-03-05",2001,"431.380726","18562"
"2019-03-06",1001,"3982.824493","42260"
"2019-03-06",1002,"2331.143345","20080"
"2019-03-06",2001,"820.484790","43248"
"2019-03-07",1000,"2139.433580","28212"
"2019-03-07",1001,"474.381353","5432"
"2019-03-07",1002,"1496.085212","11816"
"2019-03-07",2001,"473.844290","34328"
"2019-03-08",1000,"682.757068","8860"
"2019-03-08",1001,"2560.894224","20592"
"2019-03-08",1002,"1607.540015","18988"
"2019-03-08",2000,NULL,"9274"
"2019-03-09",1000,"1704.436843","23308"
"2019-03-09",1001,"2389.238257","20792"
"2019-03-09",1002,"1215.264933","9600"
"2019-03-10",1002,"969.963978","10432"
"2019-03-11",1000,"1976.764737","31488"
"2019-03-11",1001,"950.919831","10884"
"2019-03-11",2000,NULL,"9024"
"2019-03-12",1000,"3058.336365","43548"
"2019-03-12",1001,"863.591220","10282"
"2019-03-12",1002,"1096.325001","8900"
"2019-03-13",1000,"3095.450492","42502"
"2019-03-13",1001,"2921.235662","26948"
"2019-03-13",1002,"1627.445319","16528"
"2019-03-13",2000,NULL,"16686"
"2019-03-14",1000,"2445.804165","31776"
"2019-03-14",1001,"1817.229304","17088"
"2019-03-14",1002,"1133.934936","9136"
"2019-03-15",1000,"3760.175377","46296"
"2019-03-15",1001,"1978.128509","14314"
"2019-03-15",1002,"216.337584","4592"
"2019-03-15",2001,"1467.470482","67338"
"2019-03-16",1000,"2173.199463","33966"
"2019-03-16",1002,"899.709249","9456"
"2019-03-17",1000,"2695.937726","41604"
"2019-03-17",1001,"1215.097447","10776"
"2019-03-17",1002,"2139.337403","18832"
"2019-03-17",2001,"1327.639250","66628"
"2019-03-18",1000,"1245.996438","18000"
"2019-03-18",1001,"2945.226911","25018"
"2019-03-18",2000,NULL,"9792"
"2019-03-18",2001,"1544.510192","88112"
"2019-03-19",1000,"537.356027","8800"
"2019-03-19",1001,"452.737082","4694"
"2019-03-19",1002,"3009.924750","26649"
"2019-03-20",1000,"1968.468076","28128"
"2019-03-20",1001,"2468.046328","24420"
"2019-03-20",1002,"1155.145727","11048"
"2019-03-21",1000,"2013.376657","27966"
"2019-03-21",1001,"1125.153370","10960"
"2019-03-21",1002,"3034.318298","28126"
"2019-03-22",1000,"3607.821527","45546"
"2019-03-22",1001,"2777.180679","28272"
"2019-03-22",1002,"1522.408548","11784"
"2019-03-23",1000,"1186.278905","14724"
"2019-03-23",1001,"3522.750137","33758"
"2019-03-23",1002,"1027.073342","10340"
"2019-03-24",1000,"1248.825278","19934"
"2019-03-24",1001,"5047.608724","46884"
"2019-03-24",1002,"992.373886","8384"
"2019-03-25",1000,"1435.153863","16170"
"2019-03-25",1001,"1777.402868","16034"
"2019-03-25",1002,"3705.169305","38448"
"2019-03-25",2000,NULL,"11276"
"2019-03-25",2001,"1498.386154","84688"
"2019-03-26",1001,"2767.062944","25274"
"2019-03-26",1002,"3199.804883","30448"
"2019-03-26",2000,NULL,"8554"
"2019-03-26",2001,"76.624082","11664"
"2019-03-27",1002,"1131.695529","9584"
"2019-03-28",1000,"1354.730532","21178"
"2019-03-28",1001,"1104.942805","8924"
"2019-03-28",1002,"577.505257","5258"
"2019-03-28",2000,NULL,"11141"
"2019-03-28",2001,"669.322072","48256"
"2019-03-29",1000,"1119.301314","17580"
"2019-03-29",1001,"788.133781","5770"
"2019-03-29",1002,"1590.689863","14080"
"2019-03-29",2000,NULL,"8381"
"2019-03-30",1000,"2326.252045","31992"
"2019-03-30",1001,"4071.010027","33748"
"2019-03-31",1001,"2238.081913","21374"
"2019-03-31",1002,"2104.152500","21176"
"2019-04-01",1000,"819.501182","13554"
"2019-04-01",1001,"3814.526895","34292"
"2019-04-02",1000,"3375.546140","54858"
"2019-04-02",1001,"1557.359863","14454"
"2019-04-02",1002,"3865.628845","40096"
"2019-04-02",2001,"227.119863","19600"
"2019-04-03",1000,"1209.166089","15318"
"2019-04-03",1001,"1168.684850","9340"
"2019-04-03",1002,"1418.292379","16546"
"2019-04-04",1000,"490.000386","8078"
"2019-04-04",1001,"2707.068888","28776"
"2019-04-04",2001,"858.173710","41504"
"2019-04-05",1001,"3185.435179","31072"
"2019-04-05",2001,"414.710657","23320"
"2019-04-06",1001,"1882.290203","19968"
"2019-04-06",1002,"2135.076592","19252"
"2019-04-07",1002,"5242.246539","49708"
"2019-04-07",2001,"856.861316","43712"
"2019-04-08",1000,"1582.281326","24686"
"2019-04-08",1001,"1619.503561","19960"
"2019-04-08",1002,"1199.124494","10028"
"2019-04-08",2000,NULL,"8967"
"2019-04-09",1000,"1400.257052","16356"
"2019-04-09",1001,"1057.161206","9948"
"2019-04-09",1002,"1847.473967","16952"
"2019-04-10",1000,"728.996592","12978"
"2019-04-10",1001,"1173.368613","10812"
"2019-04-10",1002,"1042.413973","8800"
"2019-04-10",2000,NULL,"19896"
"2019-04-11",1000,"1228.268375","21442"
"2019-04-11",1001,"3326.037321","29176"
"2019-04-11",1002,"1537.372208","15456"
"2019-04-11",2000,NULL,"12179"
"2019-04-11",2001,"612.353463","46556"
"2019-04-12",1000,"1246.576915","23012"
"2019-04-12",1001,"499.094499","4564"
"2019-04-12",1002,"1142.116959","9464"
"2019-04-13",1000,"735.146471","10104"
"2019-04-13",1002,"1934.757636","25348"
"2019-04-13",2000,NULL,"9614"
"2019-04-14",1000,"1215.294136","16620"
"2019-04-14",1001,"584.373553","5938"
"2019-04-14",1002,"1182.666612","12108"
"2019-04-15",1000,"1217.928576","14670"
"2019-04-15",1001,"364.385140","4126"
"2019-04-15",1002,"1905.125885","16670"
"2019-04-15",2000,NULL,"12307"
"2019-04-16",1000,"2100.838558","29562"
"2019-04-16",1002,"1197.845616","11100"
"2019-04-17",1000,"684.365206","9700"
"2019-04-17",1001,"2269.014106","20250"
"2019-04-18",1000,"3724.871997","52472"
"2019-04-18",1001,"2130.319757","26250"
"2019-04-18",1002,"939.924841","8736"
"2019-04-18",2000,NULL,"9656"
"2019-04-19",1000,"912.772327","16800"
"2019-04-19",1001,"2759.203102","22196"
"2019-04-19",1002,"3306.345350","32520"
"2019-04-19",2000,NULL,"12165"
"2019-04-20",1001,"2850.070291","29216"
"2019-04-20",1002,"4976.154210","45224"
"2019-04-20",2000,NULL,"41402"
"2019-04-20",2001,"264.746224","15186"
"2019-04-21",1002,"509.474241","4432"
"2019-04-21",2000,NULL,"8940"
"2019-04-22",1000,"2375.469304","30252"
"2019-04-22",1001,"2476.123117","25134"
"2019-04-22",1002,"835.333062","10336"
"2019-04-22",2000,NULL,"9491"
"2019-04-22",2001,"1384.960388","61494"
"2019-04-23",1001,"2030.007700","18972"
"2019-04-23",1002,"1535.110940","14800"
"2019-04-23",2000,NULL,"10897"
"2019-04-24",1000,"515.564877","9020"
"2019-04-24",1001,"2242.792874","22278"
"2019-04-24",1002,"2002.116145","18756"
"2019-04-25",1000,"538.428684","11896"
"2019-04-25",1002,"1722.034120","20604"
"2019-04-25",2001,"531.325288","24390"
"2019-04-26",1000,"1944.642521","25180"
"2019-04-26",1002,"1043.689896","11168"
"2019-04-26",2000,NULL,"9762"
"2019-04-26",2001,"587.087556","23456"
"2019-04-27",1000,"700.130867","10448"
"2019-04-27",1001,"1648.031188","14084"
"2019-04-27",1002,"1046.431639","11628"
"2019-04-28",1001,"1117.704475","10156"
"2019-04-28",1002,"1014.594043","10212"
"2019-04-28",2000,NULL,"11200"
"2019-04-29",1001,"237.807534","4400"
"2019-04-29",1002,"777.530855","9048"
"2019-04-30",1000,"794.056310","12462"
"2019-05-01",1001,"2118.556225","23044"
"2019-05-01",1002,"2330.630256","22038"
"2019-05-01",2001,"157.725795","15862"
"2019-05-02",1001,"714.105123","5316"
"2019-05-02",1002,"1085.422342","11724"
"2019-05-03",1000,"1132.431980","13310"
"2019-05-03",1001,"1851.741108","20252"
"2019-05-03",1002,"675.323512","6096"
"2019-05-04",1000,"1192.091437","18096"
"2019-05-04",1002,"3430.607249","35380"
"2019-05-04",2000,NULL,"9137"
"2019-05-04",2001,"535.824725","39100"
"2019-05-05",1000,"685.554120","11272"
"2019-05-05",1001,"1632.448141","18120"
"2019-05-05",2000,NULL,"10881"
"2019-05-05",2001,"395.887140","17346"
"2019-05-06",1001,"1311.000872","15062"
"2019-05-06",1002,"290.406252","3872"
"2019-05-07",1000,"1213.128384","20200"
"2019-05-07",1002,"3499.209417","33614"
"2019-05-07",2001,"307.255403","20512"
"2019-05-08",1000,"4508.965740","68928"
"2019-05-08",1001,"501.812575","4240"
"2019-05-08",1002,"1380.256219","13304"
"2019-05-08",2000,NULL,"16701"
"2019-05-09",1000,"4007.956473","61104"
"2019-05-09",1001,"1258.638921","14394"
"2019-05-09",1002,"747.250740","6068"
"2019-05-09",2000,NULL,"9486"
"2019-05-10",1000,"1016.529084","15084"
"2019-05-10",1001,"2578.119296","24714"
"2019-05-10",1002,"768.669596","8676"
"2019-05-10",2000,NULL,"8140"
"2019-05-11",1000,"823.882131","11604"
"2019-05-11",1001,"1693.493556","18998"
"2019-05-11",1002,"1107.018849","11160"
"2019-05-11",2001,"484.545890","34440"
"2019-05-12",1000,"2935.035144","43672"
"2019-05-12",1001,"1604.294318","14668"
"2019-05-12",1002,"1009.646958","8320"
"2019-05-12",2000,NULL,"9409"
"2019-05-13",1000,"2309.249936","35094"
"2019-05-13",1001,"2023.726192","20760"
"2019-05-13",1002,"1244.747740","10450"
"2019-05-13",2000,NULL,"10128"
"2019-05-13",2001,"576.350411","44400"
"2019-05-14",1000,"949.589009","13176"
"2019-05-14",1001,"2065.478170","18360"
"2019-05-14",1002,"3249.300198","36654"
"2019-05-14",2001,"472.326737","22098"
"2019-05-15",1000,"1170.108209","15666"
"2019-05-15",1001,"1358.630367","11272"
"2019-05-15",1002,"686.065000","4650"
"2019-05-15",2001,"450.090000","17800"
"2019-05-16",1000,"2566.219675","43136"
"2019-05-16",1001,"454.922943","5928"
"2019-05-16",1002,"2430.799825","20102"
"2019-05-17",1000,"1145.646695","15054"
"2019-05-17",1001,"900.626498","10296"
"2019-05-17",1002,"4199.283348","37386"
"2019-05-18",1000,"1257.121485","21656"
"2019-05-18",1001,"1086.607528","10152"
"2019-05-18",1002,"1721.614183","16312"
"2019-05-19",1000,"1012.584274","18084"
"2019-05-19",1001,"2586.688246","24990"
"2019-05-19",1002,"2800.616147","29024"
"2019-05-19",2000,NULL,"22995"
"2019-05-20",1000,"1002.831656","15170"
"2019-05-20",1002,"1219.846134","13650"
"2019-05-20",2000,NULL,"21928"
"2019-05-20",2001,"479.943246","32140"
"2019-05-21",1000,"963.482410","16218"
"2019-05-21",1001,"886.403935","10872"
"2019-05-21",1002,"3962.016428","41088"
"2019-05-21",2001,"536.449107","32864"
"2019-05-22",1001,"1872.995939","20428"
"2019-05-22",1002,"1347.557890","13600"
"2019-05-23",1001,"1934.849390","16538"
"2019-05-23",2001,"779.626575","44000"
"2019-05-24",1000,"979.630498","13734"
"2019-05-24",1001,"923.125117","8696"
"2019-05-24",1002,"1054.828186","10668"
"2019-05-24",2000,NULL,"18097"
"2019-05-24",2001,"1323.233710","87112"
"2019-05-25",1000,"1062.014056","20860"
"2019-05-25",1001,"2975.857095","30298"
"2019-05-25",1002,"488.105274","4366"
"2019-05-25",2000,NULL,"19065"
"2019-05-26",1000,"910.727480","13854"
"2019-05-26",1001,"779.809365","8484"
"2019-05-26",2000,NULL,"20965"
"2019-05-27",1000,"778.387555","13986"
"2019-05-27",1001,"1761.502407","16816"
"2019-05-27",1002,"1348.187488","14946"
"2019-05-27",2001,"815.852476","44972"
"2019-05-28",1001,"504.439140","4496"
"2019-05-28",1002,"1145.582912","11022"
"2019-05-29",1000,"889.004647","12786"
"2019-05-29",1001,"2204.841397","27928"
"2019-05-29",1002,"1108.974183","9948"
"2019-05-30",1001,"924.295035","9832"
"2019-05-30",1002,"517.589554","5038"
"2019-05-30",2000,NULL,"8365"
"2019-05-31",1000,"796.393124","12900"
"2019-05-31",1002,"543.898345","5278"
"2019-06-01",1000,"3823.642728","65046"
"2019-06-01",1002,"358.331233","5834"
"2019-06-01",2000,NULL,"11371"
"2019-06-02",1000,"1920.195195","27424"
"2019-06-02",1001,"791.853534","7860"
"2019-06-02",1002,"1178.559890","10564"
"2019-06-03",1000,"857.673149","14400"
"2019-06-04",1001,"2095.386675","20168"
"2019-06-04",1002,"2655.458833","25664"
"2019-06-04",2000,NULL,"9698"
"2019-06-05",1000,"1452.269838","25876"
"2019-06-05",1001,"703.780504","8624"
"2019-06-05",1002,"185.435775","4244"
"2019-06-06",1000,"1622.436865","27854"
"2019-06-06",1001,"669.938384","4836"
"2019-06-06",1002,"625.537000","4234"
"2019-06-06",2001,"319.228049","22624"
"2019-06-07",1000,"3241.370857","48642"
"2019-06-07",1001,"793.863222","7752"
"2019-06-07",2000,NULL,"12394"
"2019-06-07",2001,"473.675273","33620"
"2019-06-08",1001,"834.444000","10220"
"2019-06-08",1002,"1436.313118","15056"
"2019-06-08",2001,"1686.437177","90300"
"2019-06-09",1000,"201.772575","4340"
"2019-06-09",1001,"940.695419","11024"
"2019-06-10",1000,"944.448385","13440"
"2019-06-10",1002,"692.152082","5112"
"2019-06-11",1000,"930.611409","14376"
"2019-06-11",1001,"2817.684351","26936"
"2019-06-11",1002,"2016.349475","21098"
"2019-06-11",2000,NULL,"10387"
"2019-06-12",1000,"1008.090688","15906"
"2019-06-13",1000,"1360.439544","20404"
"2019-06-13",1001,"1662.364555","16380"
"2019-06-13",1002,"2878.090229","28906"
"2019-06-13",2001,"208.786346","17914"
"2019-06-14",1000,"988.145985","14244"
"2019-06-14",1001,"698.067091","10188"
"2019-06-14",1002,"1129.101589","12616"
"2019-06-14",2000,NULL,"11622"
"2019-06-15",1001,"714.554186","9204"
"2019-06-15",1002,"2030.644522","16658"
"2019-06-16",1000,"2494.457994","37638"
"2019-06-16",1002,"681.830624","7944"
"2019-06-16",2000,NULL,"8085"
"2019-06-16",2001,"625.967945","38400"
"2019-06-17",1000,"1175.765951","16224"
"2019-06-17",1001,"973.885907","9752"
"2019-06-17",1002,"815.484576","9368"
"2019-06-18",1000,"799.575434","16436"
"2019-06-18",1001,"822.985433","9614"
"2019-06-18",1002,"1334.325441","18240"
"2019-06-18",2001,"727.065685","45780"
"2019-06-19",1000,"518.929233","9080"
"2019-06-19",1001,"1222.742696","11404"
"2019-06-19",2000,NULL,"11585"
"2019-06-19",2001,"746.985863","38120"
"2019-06-20",1000,"1458.537781","22144"
"2019-06-20",1001,"3112.723544","29253"
"2019-06-20",1002,"954.199785","10062"
"2019-06-20",2000,NULL,"9734"
"2019-06-20",2001,"241.869802","20208"
"2019-06-21",1000,"1826.998333","30828"
"2019-06-21",2001,"1380.159628","85456"
"2019-06-22",1000,"1072.201654","15732"
"2019-06-22",1002,"1788.443747","22426"
"2019-06-23",1000,"1703.092037","24636"
"2019-06-23",1002,"1489.981226","14708"
"2019-06-23",2000,NULL,"9035"
"2019-06-23",2001,"570.934904","33016"
"2019-06-24",1000,"2026.005473","31602"
"2019-06-24",1002,"636.758438","5828"
"2019-06-24",2001,"172.319337","18428"
"2019-06-25",1000,"1121.051846","19580"
"2019-06-25",1002,"642.042679","5152"
